okay and on .. on the weekends what do you do on a weekend?	تمام و ف .. في اجازات أخر الاسبوع بتعملي ايه يوم اجازة؟	okay و ف .. في ال weekends بتعملي ايه يوم اجازة؟
okay, well, which trait in you that you are happy with and you won't change forever; you want it to last forever?	طيب ماشي، طب إيه أكتر صفة بتحسيها في نفسك إنت مبسوطة بيها أوي و مانفسكيش أبدا تتغير وعايزاها دايما تكون موجودة؟	طيب ماشي، طب إيه أكتر trait بتحسيها في نفسك إنت مبسوطة بيها أوي و مانفسكيش أبدا تتغير وعايزاها دايما تكون موجودة؟
okay, well .. well have you tried being in an evaluation or something when you were a student or when you were studying master's or anything but the evaluation or the topic that you were talking about you didn't understand very well so you would start speaking english saying difficult words just okay to pass this situation ..?	تمام طيب .. طيب جربتي في مرة تكوني في تقييم أو حاجة و إنت طالبة أو و إنت في الماجستير أو اي حاجة، في تقييم و في موضوع بتتكلمي عنه و مش فاهمة كويس فتبتدي تتكلمي إنجليزي و تقولي كلام كبير علشان تمام خلاص نعدي و ن ..؟	okay طيب .. طيب جربتي في مرة تكوني في evaluation أو حاجة و إنت student أو و إنت في ال master's أو اي حاجة، في evaluation و في topic بتتكلمي عنه و مش فاهمة كويس فتبتدي تتكلمي english و تقولي كلام كبير علشان okay خلاص نعدي و ن ..؟
okay well, can you live without a mobile?	طيب ماشي، طب تقدري تعيشي من غير موبايل؟	طيب ماشي، طب تقدري تعيشي من غير mobile؟
okay, communication-wise, how can you get in contact with people without .. a mobile in your life?	و طب و بالنسبة للتواصل بقى تتواصلي مع الناس ازاي لو انتي ما .. مافيش موبايل دلوقتي في حياتك؟	و طب و communication-wise بقى تتواصلي مع الناس ازاي لو انتي ما .. مافيش mobile دلوقتي في حياتك؟
okay .. okay last thing can you choose anything you want and persuade us with, anything that you can imagine, maybe we can travel, or we can complete master's, or anything?	طيب .. طيب ممكن آخر حاجة تختاري أي حاجة إنتي عيزاها و تقنعينا بيها، أي حاجة إنتي متخيلها ، ممكن نسافر، ن .. نكمل الماجستير، أي حاجة؟	طيب .. طيب ممكن آخر حاجة تختاري أي حاجة إنتي عيزاها و تقنعينا بيها، أي حاجة إنتي متخيلها ، ممكن نسافر، ن .. نكمل master's، أي حاجة؟
no, i got convinced. i am convinced in general.	لأ مقنعة، أنا اقتنعت عامة	لأ مقنعة، أنا اقتنعت عامة
okay, well, thank you.	تمام ماشي، شكرا	okay ماشي، شكرا
okay, can you tell us about your background? where are you from? where were you born? and .. did you go to a national or an international school? were the languages there english, french, deutsch or arabic? what languages did you study there?	طيب إنت ممكن تحكلنا كده عن الخلفية بتاعتك، عامة أنت منين؟ اتولدت فين؟ و .. و كنت في مدرسة قومية ولا دولية؟ اللغات كانت إنجليزي، عربي، فرنسي، ألماني؟ كانت إيه اللغات بتاعتك؟	طيب إنت ممكن تحكلنا كده عن ال background بتاعتك، عامة أنت منين؟ اتولدت فين؟ و .. و كنت في مدرسة national ولا international؟ ال languages كانت english، عربي، french، deutsch؟ كانت إيه ال languages بتاعتك؟
okay which languages did you learn the most? were there any other languages other than english and arabic?	تمام طيب إنت اللغات اللي كانت في المدرسة اكتر حاجة اتعلمتها إيه؟ يعني كان في حاجة غير الإنجليزي والعربي؟	okay طيب إنت ال languages اللي كانت في المدرسة اكتر حاجة اتعلمتها إيه؟ يعني كان في حاجة غير ال english والعربي؟
okay, what .. what was your bachelor project about? how was your bachelor project? can you tell us about it?	طيب، و ال .. مشروع التخرج بتاعك كان عن ايه؟ كنت التخرج عامل .. يعني ممكن تحكلنا عنه كده؟	طيب، و ال .. ال bachelor project بتاعك كان عن ايه؟ كنت ال bachelor عامل .. يعني ممكن تحكلنا عنه كده؟
okay, well, in the future, would you like to enroll your children in a national or an international school? what kind of school would you choose for them english, french or deutsch?	طيب ماشي، إنت .. إنت بتفكر يعني مستقبليا مثلا هتحب تدخل ولادك مدرسة قومية ولا دولية ؟ هتحب تهتم  تدخلهم مدرسة إنجليزي ولا فرنسي ولا ألماني؟	طيب ماشي، إنت .. إنت بتفكر يعني مستقبليا مثلا هتحب تدخل ولادك مدرسة national ولا international ؟ هتحب تهتم  تدخلهم مدرسة english ولا french ولا deutsch؟
what will you be interested in?	إيه أكتر حاجة هتهتم بيها في حاجة زي كده؟	إيه أكتر حاجة هتهتم بيها في حاجة زي كده؟
okay if you .. you weren't a ta, what's your dream job after competing master's?	طيب انت ال .. لو إنت ماكنت .. يعني مش مدرس مساعد أو بعد ما تخلص كمان الماجستير بتاعتك، أيه وظيفة أحلامك؟	طيب انت ال .. لو إنت ماكنت .. يعني مش ta أو بعد ما تخلص كمان ال master's بتاعتك، what's your dream job؟
why do you want to go for this job?	و ليه عايز تروح المهنة دي؟	و ليه عايز تروح ال job دي؟
okay, well  can you tell us about your .. your .. your full-time or part-time jobs that you have worked or internships that you have attended when you were a student?	تمام طيب و  ممكن تحكيلنا عن ال .. ال .. الأشغال بتاعتك مثلا لو شغل بدوام جزائي أو بدوام كامل أو تدريبات عملتها قبل كده و إنت طالب كانت عاملة ازاي؟	okay طيب و  ممكن تحكيلنا عن ال .. ال .. ال jobs بتاعتك مثلا لو part-time أو full-time job أو internships عملتها قبل كده و إنت student كانت عاملة ازاي؟
okay, do you prefer working life or student life .. i mean you have to study and do things like that but you don't have the routine of working life?	طيب و هل تفضل الحياة المهنية و لا ترجع طالب و ت .. تكمل بقى انا قصدي لازم تذاكر و الكلام ده كله بس ماعندكش الروتين بتاع الحياة المهنية؟	طيب و do you prefer working life و لا ترجع student و ت .. تكمل بقى انا قصدي you have to study و الكلام ده كله بس ماعندكش ال routine بتاع ال working life؟
